benchmark,optimization,optimized_node,original_candidate,combined_score,sat_status,abc_result,recovery_method,notes
generated_multiplier_4,refactor,new_n111,new_n121,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n121"") and in network 2 (""new_n111"")."
generated_multiplier_4,refactor,new_n112,new_n122,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n122"") and in network 2 (""new_n112"")."
generated_multiplier_4,refactor,new_n113,new_n123,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n123"") and in network 2 (""new_n113"")."
generated_multiplier_4,refactor,new_n114,new_n124,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n124"") and in network 2 (""new_n114"")."
generated_multiplier_4,refactor,new_n115,new_n132,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n132"") and in network 2 (""new_n115"")."
generated_multiplier_4,refactor,new_n116,new_n119,0.937109375,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n119"") and in network 2 (""new_n116"")."
generated_multiplier_4,refactor,new_n117,new_n125,0.937109375,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n125"") and in network 2 (""new_n117"")."
generated_multiplier_4,refactor,new_n118,new_n129,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n129"") and in network 2 (""new_n118"")."
generated_multiplier_4,refactor,new_n119,new_n130,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n130"") and in network 2 (""new_n119"")."
generated_multiplier_4,refactor,new_n121,new_n133,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n133"") and in network 2 (""new_n121"")."
generated_multiplier_4,refactor,new_n122,new_n134,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n134"") and in network 2 (""new_n122"")."
generated_multiplier_4,refactor,new_n123,new_n135,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n135"") and in network 2 (""new_n123"")."
generated_multiplier_4,refactor_z,new_n18,new_n18,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_multiplier_4,refactor_z,new_n19,new_n19,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_multiplier_4,refactor_z,new_n20,new_n24,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n24"") and in network 2 (""new_n20"")."
generated_multiplier_4,refactor_z,new_n23,new_n23,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_multiplier_4,refactor_z,new_n24,new_n29,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n29"") and in network 2 (""new_n24"")."
generated_multiplier_4,refactor_z,new_n25,new_n25,1.0,verified,Networks are equivalent after structural hashing.  Time =     0.00 sec,direct,
generated_multiplier_4,refactor_z,new_n26,new_n38,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n38"") and in network 2 (""new_n26"")."
generated_multiplier_4,refactor_z,new_n27,new_n28,0.9328125,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n28"") and in network 2 (""new_n27"")."
generated_multiplier_4,refactor_z,new_n28,new_n27,0.9328125,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n27"") and in network 2 (""new_n28"")."
generated_multiplier_4,refactor_z,new_n29,new_n30,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n30"") and in network 2 (""new_n29"")."
generated_multiplier_4,refactor_z,new_n30,new_n31,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n31"") and in network 2 (""new_n30"")."
generated_multiplier_4,refactor_z,new_n31,new_n32,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n32"") and in network 2 (""new_n31"")."
generated_multiplier_4,refactor_z,new_n32,new_n37,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n37"") and in network 2 (""new_n32"")."
generated_multiplier_4,refactor_z,new_n35,new_n36,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n36"") and in network 2 (""new_n35"")."
generated_multiplier_4,refactor_z,new_n36,new_n54,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n54"") and in network 2 (""new_n36"")."
generated_multiplier_4,refactor_z,new_n37,new_n46,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n46"") and in network 2 (""new_n37"")."
generated_multiplier_4,refactor_z,new_n39,new_n41,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n41"") and in network 2 (""new_n39"")."
generated_multiplier_4,refactor_z,new_n40,new_n42,0.9333333333333332,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n42"") and in network 2 (""new_n40"")."
generated_multiplier_4,refactor_z,new_n41,new_n26,0.915625,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n26"") and in network 2 (""new_n41"")."
generated_multiplier_4,refactor_z,new_n42,new_n71,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n71"") and in network 2 (""new_n42"")."
generated_multiplier_4,refactor_z,new_n43,new_n45,0.94140625,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n45"") and in network 2 (""new_n43"")."
generated_multiplier_4,refactor_z,new_n44,new_n43,0.90703125,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n43"") and in network 2 (""new_n44"")."
generated_multiplier_4,refactor_z,new_n45,new_n47,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n47"") and in network 2 (""new_n45"")."
generated_multiplier_4,refactor_z,new_n46,new_n48,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n48"") and in network 2 (""new_n46"")."
generated_multiplier_4,refactor_z,new_n47,new_n49,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n49"") and in network 2 (""new_n47"")."
generated_multiplier_4,refactor_z,new_n48,new_n50,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n50"") and in network 2 (""new_n48"")."
generated_multiplier_4,refactor_z,new_n49,new_n63,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n63"") and in network 2 (""new_n49"")."
generated_multiplier_4,refactor_z,new_n50,new_n53,0.90703125,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n53"") and in network 2 (""new_n50"")."
generated_multiplier_4,refactor_z,new_n51,new_n55,0.8984375,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n55"") and in network 2 (""new_n51"")."
generated_multiplier_4,refactor_z,new_n52,new_n55,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n55"") and in network 2 (""new_n52"")."
generated_multiplier_4,refactor_z,new_n53,new_n56,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n56"") and in network 2 (""new_n53"")."
generated_multiplier_4,refactor_z,new_n54,new_n57,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n57"") and in network 2 (""new_n54"")."
generated_multiplier_4,refactor_z,new_n55,new_n62,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n62"") and in network 2 (""new_n55"")."
generated_multiplier_4,refactor_z,new_n58,new_n61,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n61"") and in network 2 (""new_n58"")."
generated_multiplier_4,refactor_z,new_n59,new_n83,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n83"") and in network 2 (""new_n59"")."
generated_multiplier_4,refactor_z,new_n61,new_n66,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n66"") and in network 2 (""new_n61"")."
generated_multiplier_4,refactor_z,new_n62,new_n49,0.9328125,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n49"") and in network 2 (""new_n62"")."
generated_multiplier_4,refactor_z,new_n63,new_n64,0.90703125,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n64"") and in network 2 (""new_n63"")."
generated_multiplier_4,refactor_z,new_n64,new_n99,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n99"") and in network 2 (""new_n64"")."
generated_multiplier_4,refactor_z,new_n65,new_n70,0.9435546875,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n70"") and in network 2 (""new_n65"")."
generated_multiplier_4,refactor_z,new_n66,new_n76,0.9306640625,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n76"") and in network 2 (""new_n66"")."
generated_multiplier_4,refactor_z,new_n68,new_n74,0.95,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n74"") and in network 2 (""new_n68"")."
generated_multiplier_4,refactor_z,new_n69,new_n75,0.9032552083333334,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n75"") and in network 2 (""new_n69"")."
generated_multiplier_4,refactor_z,new_n70,new_n72,0.92421875,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n72"") and in network 2 (""new_n70"")."
generated_multiplier_4,refactor_z,new_n71,new_n76,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n76"") and in network 2 (""new_n71"")."
generated_multiplier_4,refactor_z,new_n72,new_n77,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n77"") and in network 2 (""new_n72"")."
generated_multiplier_4,refactor_z,new_n73,new_n78,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n78"") and in network 2 (""new_n73"")."
generated_multiplier_4,refactor_z,new_n74,new_n79,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n79"") and in network 2 (""new_n74"")."
generated_multiplier_4,refactor_z,new_n75,new_n91,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n91"") and in network 2 (""new_n75"")."
generated_multiplier_4,refactor_z,new_n76,new_n82,0.8941406250000001,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n82"") and in network 2 (""new_n76"")."
generated_multiplier_4,refactor_z,new_n77,new_n84,0.8941406250000001,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n84"") and in network 2 (""new_n77"")."
generated_multiplier_4,refactor_z,new_n78,new_n84,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n84"") and in network 2 (""new_n78"")."
generated_multiplier_4,refactor_z,new_n79,new_n85,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n85"") and in network 2 (""new_n79"")."
generated_multiplier_4,refactor_z,new_n80,new_n86,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n86"") and in network 2 (""new_n80"")."
generated_multiplier_4,refactor_z,new_n81,new_n90,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n90"") and in network 2 (""new_n81"")."
generated_multiplier_4,refactor_z,new_n82,new_n86,0.8726562500000001,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n86"") and in network 2 (""new_n82"")."
generated_multiplier_4,refactor_z,new_n84,new_n111,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n111"") and in network 2 (""new_n84"")."
generated_multiplier_4,refactor_z,new_n86,new_n94,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n94"") and in network 2 (""new_n86"")."
generated_multiplier_4,refactor_z,new_n87,new_n78,0.9328125,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n78"") and in network 2 (""new_n87"")."
generated_multiplier_4,refactor_z,new_n88,new_n97,0.915703125,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n97"") and in network 2 (""new_n88"")."
generated_multiplier_4,refactor_z,new_n89,new_n120,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n120"") and in network 2 (""new_n89"")."
generated_multiplier_4,refactor_z,new_n90,new_n98,0.945703125,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n98"") and in network 2 (""new_n90"")."
generated_multiplier_4,refactor_z,new_n91,new_n104,0.928515625,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n104"") and in network 2 (""new_n91"")."
generated_multiplier_4,refactor_z,new_n92,new_n67,0.969921875,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n67"") and in network 2 (""new_n92"")."
generated_multiplier_4,refactor_z,new_n93,new_n102,0.95,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n102"") and in network 2 (""new_n93"")."
generated_multiplier_4,refactor_z,new_n94,new_n101,0.8941406250000001,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n101"") and in network 2 (""new_n94"")."
generated_multiplier_4,refactor_z,new_n95,new_n100,0.9349609375,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n100"") and in network 2 (""new_n95"")."
generated_multiplier_4,refactor_z,new_n96,new_n104,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n104"") and in network 2 (""new_n96"")."
generated_multiplier_4,refactor_z,new_n97,new_n105,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n105"") and in network 2 (""new_n97"")."
generated_multiplier_4,refactor_z,new_n98,new_n106,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n106"") and in network 2 (""new_n98"")."
generated_multiplier_4,refactor_z,new_n99,new_n107,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n107"") and in network 2 (""new_n99"")."
generated_multiplier_4,refactor_z,new_n100,new_n115,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n115"") and in network 2 (""new_n100"")."
generated_multiplier_4,refactor_z,new_n101,new_n110,0.8919921875000001,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n110"") and in network 2 (""new_n101"")."
generated_multiplier_4,refactor_z,new_n102,new_n112,0.8919921875000001,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n112"") and in network 2 (""new_n102"")."
generated_multiplier_4,refactor_z,new_n103,new_n112,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n112"") and in network 2 (""new_n103"")."
generated_multiplier_4,refactor_z,new_n104,new_n113,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n113"") and in network 2 (""new_n104"")."
generated_multiplier_4,refactor_z,new_n106,new_n128,1.0,inconclusive,***EOF***,direct,"Primary output #0 is different in network 1 ( ""new_n128"") and in network 2 (""new_n106"")."
